"ciizel","world","1dc145b0-42f1-44ab-90aa-85917bf51b8a","-289.0","79.0","238.0","-0.15002513","269.84073"
"dfdgsdfg","world_nether","8eda7860-f1e1-4998-9fe1-8f91b553f99c","-156.3846132343408","15.0","-93.83624470769392","14.999962","1.0463867"
